url,label
https://www.sangoma.com,1
http://detailed-sudsy-nest.glitch.me/,0
https://www.arena.it,1
http://www.rrokl.pplink.club,0
https://vidarengo.cl/php/sg/tel.php,0
http://www.higoec.com,0
http://www.n-document.biz,0
http://www.eu.microsoft-365.workers.dev,0
https://www.au7373736382628184142.com/otp.html,0
https://www.keyauto.com,1
https://ueltinaihif0192.z13.web.core.windows.net/,0
http://www.vkcdnservice.com,0
http://www.navneetfamilycoach.com,0
https://www.stclementfinsbury.org,1
https://www.noteable.net,1
http://www.adx.xwmpn.com,0
https://bafybeig5bh4eqnlw5j6dec5icalr4toipbqlpwbetqatlpat6nvjxmatwa.ipfs.nftstorage.link/ref.html,0
https://galilcicliente.info,0
http://paypal.com-cgi-bin.webscr.cmd-secure-login.webscr.cmd-home.country-lang.true-cmd.vcikkso.dstech.us.com/,0
http://www.xaustock.com,0
http://a0808029.xsph.ru/w/login/login.php,0
http://opensea.com.de,0
https://att-1092476.weeblysite.com/,0
http://www.0zr33n33fo.space,0
https://yahoo-104329.weeblysite.com/,0
http://www.inesmanila.com,0
https://catrose.in/wp-admin/includes/includes/,0
http://www.agmcarpetcare.co.uk,0
https://www.gsbeclub.org,1
https://my-commbank-com-au.firebaseapp.com/,0
https://blv40m.webwave.dev/,0
https://track-id3821.web.app/,0
https://dimgraygainsboroapplicationprogrammer.sausecutys.repl.co/,0
http://accessosicurezzabper.canaldivertissement.com/carta.php,0
http://www.fr.ht,0
https://www.contourairlines.com,1
https://www.delphipraxis.net,1
http://www.cloud-docs.com,0
http://c-led.cl/bofaupdt/sms.html,0
http://azuki-110716005.vercel.app/,0
https://edavki-60d69.web.app/,0
http://www.snova-tech.com,0
http://www.hhe.eiwaggff.com,0
http://www.paynas.cf,0
http://www.tecros.ru,0
http://www.orgsna.ga,0
https://cloudflare-ipfs.com/ipfs/bafybeiekbq3txwvwxof34ls4zwxh7okpxj5x4k3laufqqfjdo7qfr7zx6e,0
http://www.servicese.online,0
http://urgcijwluv.echo4frpp.club/vnafvra97w/?q=3717065149&id=100,0
https://impost.35184122.xyz/cebar6jw/gbdq1e/8,0
https://www.aprocotci.org,0
http://www.tomca1.com,0
http://www.ir-iran-sena.cf,0
https://www.ycrc.co.uk,1
https://www.beaba.co.uk,1
http://www.windowslicensingservice.xyz,0
http://www.bj2.wzrpx.com,0
"https://siterr.kaylenbailey.repl.co/rhodium/hvtrs8/-wuw,ngtdlkx,cmm-nmtdownf?rrgv?hvtrs&",0
http://ollx.76547358.xyz/xc8mtqxe/zvzcqq/8/,0
http://metamask-2xevent.com,0
https://aimtalk.de/wp-admin/css/swisscomspx/swisscomspx/swisscom/de/username.html,0
http://www.saisoncard.co.jp.nnbckt.top/ai/sign.php,0
http://mail.deliverylifesupport.com/public/3gskl2e5qagxlqb6wrtgwnyoxcqq8tsd,0
http://www.quaver.publicvm.com,0
https://my-site-100831-108997.weeblysite.com/,0
https://infura-ipfs.io/ipfs/qmt5qwneksi8kuqyeeq73bmhcsem4ypivjqudwe4efxof6,0
http://www.hostingcloud.win,0
https://bilinea.biindus.repl.co/,0
https://acom.digipix.com.br/?cpmdsc=amofoto,0
http://159.223.196.167/bai-home/,0
https://www.upperprovidence.org,1
https://www.videlsur.es/inse.nhpn/ncce.isn.php,0
http://tinyurl.com/smartbpercardaccedi,0
http://www.vipteck.com,0
https://www.brinquedostuktuk.com.br,1
https://www.cadremploi.fr,1
https://metafb-jpnyir3.firebaseapp.com/,0
https://sb33-ufs.web.app/,0
https://supershope.com.br/password,0
https://sotzk1zw0q.firebaseapp.com/,0
https://www.myminimenu.co.uk,1
https://steamconmmunrtiy.com/profiles/7656301795661658,0
http://mail.deliverylifesupport.com/public/i5h9kmmyukxhnqb02vu8voxttjyeuuph,0
http://www.fastmor.com,0
https://app-radiaymkhee.netlify.app/account/remove-unrecognize-apps/?email=*@*,0
http://www.divinescape.no-p.biz,0
http://www.temuoutlets.com/mr/bu/8b2fc1e/wallet.html,0
https://www.iscpif.fr,1
https://livelodescolinode-ocnqpjugja-tl.a.run.app/?hash=%7bono.neide@uol.com.br%20%7d,0
http://www.littlelightfilms.com,0
http://www.qwartwb.cf,0
https://doc-google.hhq365.workers.dev/,0
https://fb-restriction-case-82737.firebaseapp.com/,0
https://www.ekni-nct.ekint.nhvkxm.top/load.php,0
https://passandbrazzz.blogspot.com/,0
https://gateway.ipfs.io/ipfs/qmy3smp4nculh69oficrppcsyyrw58cyzy6rbjiaxc3psl/,0
http://www.woosungelec.com,0
http://www.0ffice.com,0
https://www.e-serviceparts.info/landingpages/daec0dfa-de7a-4f73-9b8e-44fde686ce12/9khauvttczp3xlqg5tznqusb48vuctlerbsdmmuduae,0
https://www.tnengineering.net,1
http://walker-reiss.de/?ce1aafbb4ac3df89f65e7feef501bfb2/,0
http://www.littlelantern.life,0
https://www.3pl.co.id,1
https://dfhw.phonwuf.cn/,0
http://www.december.zzz.com.ua,0
https://www.auroralux.ca,1
https://sfr-desactivation-sim.com/verification/loading.php,0
http://kingnpl.com/contracts/contract,0
http://www.cortesidesign.com,0
http://www.530.at,0
http://www.from-in.com,0
https://att-109895-105038.square.site/,0
http://www.pc.qdmeilinkai.cn,0
https://www.lovelyluckylife.com,1
https://sheheemmulakkal.github.io/netflix-clone,0
http://hofenor762.temp.swtest.ru/ag/pr,0
http://www.hubertrapg.com,0
https://www.prettyanntoinets.com,1
http://www.oshgiutr.cf,0
http://blokchain.systems/web/public_html/webmail/index.php,0
https://www.ppsr.gov.au,1
https://aol-101663.weeblysite.com/,0
https://www.fm-magazine.com,1
http://pancake-frontend-3hy.pages.dev,0
http://www.kovaceks.cf,0
http://www.afgcloud7.com,0
http://www.ekolucky.com,0
https://mammoth-kind-flax.glitch.me/mhj.htm,0
https://ipfs.io/ipfs/bafybeigcwmt5tffq6nr32uko7dndlw5d3rr5e3tnhjcapla2co4rehvrye/silrash_owar63837.html,0
https://mail01.moncompte.f.appsuite.default.folder.ugc.umc.edu.np/login,0
http://uluimdusfa.swop04wus.club/vnafvra97w/?q=3717065149&id=100,0
https://unigeol.quip.com/2jtcaszcsaza/click-here-to-verify-your-email,0
https://vivaslot888.com/wp-content/uploads/me/wells2023e/web/authen.php?/hgvbhguihg=3d&amp;_branch_match_id=1164310466242726502&amp;utm_medium=marketing&amp;_branch_referrer=h4siaaaaaaaaa8sokskottlxn84rny3usywo0mvjzmvw9zqutq7lt3bkreyyvzvyy0gvs8pil83mslc1dgea1ia5tjmaaaa=,0
http://www.canyouseeme.org,0
https://meta-business-team-95431146.web.app/,0
https://s3.amazonaws.com/appforest_uf/f1675087895842x532383498274006500/ccx.html?email=3mail@b.c,0
https://www.oaklawnchamber.com,1
http://www.studysurf.com,0
https://alerta.marielarlhuehue.repl.co/,0
https://excelhana.com/0647412/index.php?email=#%26ua2i0e%23%26ua2i0e,0
https://soporteapple-com.wl1.top/expire/,0
https://fb-business-appeal-79c15.firebaseapp.com/,0
https://hdfch-5hd.firebaseapp.com/,0
https://www.germanwineusa.com,1
https://www.augustineamsterdam.com,1
http://www.sutherlendr.cf,0
https://www.domat-ems.ch,1
https://hpt-109801.weeblysite.com/,0
https://bafybeia6fhvy2qxgdpxbwimbjbkwh6bznj3bonuyj2vdkrbk2c55o4payi.ipfs.dweb.link/,0
https://metomsk-lgn.godaddysites.com/,0
https://obabanter45.firebaseapp.com/,0
http://sakshishakya.github.io/netflix/,0
http://www.formyip.com,0
http://www.aghpl.com,0
http://uph0ld10gin.mystrikingly.com/,0
https://href.li/?https://chartway-oauth1.s-alrt.id/auth.php?oauth,0
http://www.kmdns.net,0
https://www.thejusticeattorneys.com,1
https://www.axcellencemarketing.com,1
http://oqily.com/buy/lin/lin/,0
https://obabanter32.firebaseapp.com/,0
https://cebjiankb8.web.app/,0
http://35f5ee82-fa8b-482f-b083-13796b54c83d.usrfiles.com/html/0e472f_4d9b2a88f72eb4191a8eb158b004ca1f.html,0
http://azwerd.co.vu/suces.php,0
http://www.xwmpn.com,0
http://pees-panelllw-3.ml/meritrust/,0
https://rtedsu.freetcp.com/,0
https://organisasi.bulungan.go.id/public/t46wyrdtmtwpo5hu1gbl1opfeca7ohyz,0
http://www.hxc28.com,0
https://www.rohoyachui.com,1
https://www.staatskanzlei.bs.ch,1
http://www.bsnprotocol.com,0
https://pplsupport.live,0
https://bafybeie7x64ulhy6c2fxlu3dcw3ycmm5kvsuoy7qk3cjneeu5tgngcxvl4.ipfs.dweb.link/,0
https://www.presbycoalition.org,1
https://www.discoveranthropology.org.uk,1
https://www.unpluggits.com,1
http://youaibuuci.duckdns.org,0
https://supporto-bper-clientarea.soon.it/application/mobile/public/webapp/digital-login/,0
http://www.kamikaze.company,0
https://inter-bper-direct-sistema.cfolks.pl/application/mobile/public/webapp/digital-login/area-riservata.php,0
https://jpmodafeminina.com.br/redirecttion/cicprince/37600/,0
http://www.millerq.cf,0
http://www.webredirect.org,0
https://www.builtbyoakland.com,1
https://www.lewiscountyherald.com,1
http://www.jsc33333.com,0
https://onedrive.2179047867.workers.dev/?sso_reload=true,0
http://www.ff.member.gazena.vn/,0
https://sign-amzn-serv1-41256-52954-235462.accacc.co.uk/ap/signin?session=gg0sdb8ki6di9ig0bv3alk5te1pxbhkbhii5b0gocr7bs8uouatqf7idl3agc0y0,0
http://www.aceproxy.com,0
https://www.tadaacar.dk,1
http://www.hubpromail.com,0
https://ellannfinance.com.au/allo/what/loge/main/,0
http://www.ws008.hemnes.win,0
http://www.authymysexy.info,0
http://www.shaparak-kq.ml,0
https://bafybeif2pzrtw27gsxk7hm4clyzzr4nbf7zqre7k6c2ll56aqksal5mwjq.ipfs.dweb.link/ddoonnvde.html,0
http://www.genxphones.com,0
https://cloudflare-ipfs.com/ipfs/bafkreifstvwj3sgu76a4cr7ghqrejbaps4gbmghpqvn2i76xrlgqrkjpsa,0
